ICD9,ICD10
2819,D539
2820,D580
2821,D581
2822,D551
2823,D558
2824,D569
2825,D573
28260,D571
28261,D571
28262,D570
28263,D572
28269,D572
2827,D582
2828,D588
2829,D589
2830,D591
28310,D594
28311,D593
28319,D594
2832,D596
2839,D599
2840,D610
2848,D618
2849,D619
2850,D643
2851,D62
2858,D648
2859,D649
2860,D66
2861,D67
2862,D681
2863,D682
2864,D680
2865,D683
2866,D65
2867,D684
2869,D689
2870,D690
2871,D691
2872,D692
2873,D694
2874,D695
2875,D696
2878,D698
2879,D699
2880,D70
2881,D71
2882,D720
2883,D721
2888,D728
2889,D729
2890,D751
2891,I881
2892,I880
2893,I889
2894,D731
28950,D739
28951,D732
28959,D738
2896,D750
2897,D749
2898,D758
2899,D759
2900,F03
29010,F03
29011,F051
29012,F03
29013,F03
29020,F03
29021,F03
2903,F051
29040,F018
29041,F051
29042,F018
29043,F018
2908,F03
2909,F03
2910,F104
2911,F106
2912,F107
2913,F105
2914,F100
2915,F105
2918,F105
2919,F105
2920,F193
29211,F195
29212,F195
2922,F199
29281,F199
29282,F197
29283,F196
29284,F195
29289,F198
2929,F199
2930,F059
2931,F058
29381,F062
29382,F060
29383,F063
29389,F050
2939,F050
29401,F04
29402,F04
29403,F04
29408,F04
29409,F04
2941,F028
2948,F068
2949,F069
29500,F206
29501,F206
29502,F206
29503,F206
29504,F206
29505,F206
29510,F201
29511,F201
29512,F201
29513,F201
29514,F201
29515,F201
29520,F202
29521,F202
29522,F202
29523,F202
29524,F202
29525,F202
29530,F200
29531,F200
29532,F200
29533,F200
29534,F200
29535,F200
29540,F232
29541,F232
29542,F232
29543,F232
29544,F232
29545,F232
29550,F21
29551,F21
29552,F21
29553,F21
29554,F21
29555,F21
29560,F205
29561,F205
29562,F205
29563,F205
29564,F205
29565,F205
29570,F259
29571,F258
29572,F258
29573,F258
29574,F258
29575,F258
29580,F208
29581,F208
29582,F208
29583,F208
29584,F208
29585,F208
29590,F209
29591,F209
29592,F209
29593,F209
29594,F209
29595,F209
29600,F309
29601,F308
29602,F308
29603,F301
29604,F302
29605,F308
29606,F308
29610,F309
29611,F308
29612,F308
29613,F301
29614,F302
29615,F308
29616,F308
29620,F322
29621,F320
29622,F321
29623,F322
29624,F323
29625,F322
29626,F322
29630,F339
29631,F330
29632,F331
29633,F332
29634,F333
29635,F334
29636,F334
29640,F311
29641,F310
29642,F311
29643,F311
29644,F312
29645,F317
29646,F317
29650,F319
29651,F313
29652,F313
29653,F314
29654,F315
29655,F317
29656,F317
29660,F316
29661,F316
29662,F316
29663,F316
29664,F316
29665,F316
29666,F316
2967,F319
29680,F319
29681,F310
29682,F328
29689,F316
29690,F39
29699,F388
2970,F220
2971,F220
2972,F220
2973,F228
2978,F228
2979,F229
2980,F323
2981,F308
2982,F4488
2983,F233
2984,F233
2988,F238
2989,F29
29900,F840
29901,F840
29910,F843
29911,F843
29980,F848
29981,F848
29990,F849
29991,F849
30000,F419
30001,F410
30002,F411
30009,F418
30010,F449
30011,F4488
30012,F440
30013,F441
30014,F4481
30015,F449
30016,F4488
30019,F4488
30020,F409
30021,F4001
30022,F4000
30023,F401
30029,F402
3003,F428
3004,F341
3005,F480
3006,F481
3007,F452
30081,F450
30089,F488
3009,F488
3010,F600
30110,F340
30111,F348
30112,F341
30113,F340
30120,F601
30121,F601
30122,F21
3013,F6030
3014,F605
30150,F604
30151,F681
30159,F604
3016,F607
3017,F602
30181,F608
30182,F606
30183,F6031
30184,F608
30189,F608
3019,F609
3020,F661
3021,F658
3022,F654
3023,F641
3024,F652
30250,F640
30251,F640
30252,F640
30253,F640
3026,F642
30270,F669
30271,F520
30272,F520
30273,F523
30274,F523
30275,F524
30276,F526
30279,F528
30281,F650
30282,F653
30283,F655
30284,F655
30285,F641
30289,F527
3029,F659
30300,F100
30301,F100
30302,F100
30303,F100
30390,F102
30391,F102
30392,F102
30393,F102
30400,F112
30401,F112
30402,F112
30403,F112
30410,F132
30411,F132
30412,F132
30413,F132
30420,F142
30421,F142
30422,F142
30423,F142
30430,F122
30431,F122
30432,F122
30433,F122
30440,F152
30441,F152
30442,F152
30443,F152
30450,F162
30451,F162
30452,F162
30453,F162
30460,F192
30461,F192
30462,F192
30463,F192
30470,F112
30471,F112
30472,F112
30473,F112
30480,F192
30481,F192
30482,F192
30483,F192
30490,F192
30491,F192
30492,F192
30493,F192
30500,F100
30501,F100
30502,F100
30503,F100
3051,F171
30520,F121
30521,F121
30522,F121
30523,F121
30530,F161
30531,F161
30532,F161
30533,F161
30540,F131
30541,F131
30542,F131
30543,F131
30550,F111
30551,F111
30552,F111
30553,F111
30560,F141
30561,F141
30562,F141
30563,F141
30570,F151
30571,F151
30572,F151
30573,F151
30580,F550
30581,F550
30582,F550
30583,F550
30590,F559
30591,F559
30592,F559
30593,F559
3060,M6299
3061,F4534
3062,F4531
3063,L989
3064,F4533
30650,F4535
30651,F525
30652,F525
30653,F4535
30659,F4535
3066,E349
3067,F419
3068,F419
3069,F459
3070,F985
3071,F500
30720,F959
30721,F950
30722,F951
30723,F952
3073,F984
30740,F519
30741,F510
30742,F510
30743,F511
30744,F511
30745,F512
30746,F513
30747,F518
30748,F518
30749,F518
30750,F509
30751,F502
30752,F508
30753,F420
30754,F505
30759,F508
3076,F980
3077,F981
30780,F454
30781,G442
30789,F454
3079,F988
3080,F430
3081,F430
3082,F430
3083,F438
3084,F438
3089,F439
3090,F439
3091,F329
30921,F930
30922,F938
30923,F432
30924,F432
30928,F432
30929,F432
3093,F432
3094,F432
30981,F431
30982,F432
30983,F432
30989,F432
3099,F432
3100,F070
3101,F070
3102,F072
3108,F071
3109,F079
311,F329
31200,F911
31201,F911
31202,F911
31203,F911
31210,F918
31211,F918
31212,F918
31213,F918
31220,F912
31221,F912
31222,F912
31223,F912
31230,F639
31231,F630
31232,F632
31233,F631
31234,F638
31235,F638
31239,F638
3124,F929
31281,F919
31282,F918
31289,F918
3129,F919
3130,F938
3131,F938
31321,F948
31322,F948
31323,F940
3133,F933
31381,F938
31382,F938
31383,F938
31389,F938
3139,F939
31400,F988
31401,F900
3141,F908
3142,F901
3148,F908
3149,F909
31500,F810
31501,F810
31502,F810
31509,F811
3151,F812
3152,F818
31531,F802
31539,F808
3154,F82
3155,F83
3158,F88
3159,F89
316,F54
317,F709
3180,F719
3181,F729
3182,F739
319,F799
3200,G000
3201,G001
3202,G002
3203,G003
3207,G001
32081,G008
32082,G009
32089,G008
3209,G009
3210,G021
3211,G021
3212,G020
3213,G028
3214,G028
3218,G028
3220,G030
3221,G052
3222,G031
3229,G039
3230,G051
3231,G052
3232,G052
3234,G052
3235,G040
3236,G048
3237,G92
3238,G048
3239,G049
3240,G060
3241,G061
3249,G062
325,G08
326,G09
3300,E752
3301,E754
3302,G328
3303,G3188
3304,G3181
3308,G3188
3309,G319
3310,G309
3311,G310
3312,G311
3313,G910
3314,G911
3317,G3188
33181,G937
33189,G3188
3319,G319
3320,G20
33211,G211
33212,G212
33213,G213
33218,G218
33219,G219
3330,G238
3331,G250
3332,G253
3333,G256
3334,G10
3335,G255
3336,G241
3337,G242
33381,G245
33382,G244
33383,G243
33384,G258
33389,G248
33390,G259
33391,G258
33392,G210
33393,G258
33399,G258
3340,G111
3341,G114
3342,G119
3343,G119
3344,G119
3348,G118
3349,G119
3350,G120
33510,G129
33511,G121
33519,G128
33520,G122
33521,G122
33522,G122
33523,G122
33524,G122
33529,G122
3358,G122
3359,G122
3360,G950
3361,G951
3362,G320
3363,G992
3368,G958
3369,G959
3370,G900
3371,G990
33720,M8909
33721,M8901
33722,M8905
33729,M8908
3373,G908
3379,G909
340,G35
3410,G360
3411,G370
3418,G378
3419,G379
34200,G810
34201,G810
34202,G810
34210,G811
34211,G811
34212,G811
34280,G819
34281,G819
34282,G819
34290,G819
34291,G819
34292,G819
3430,G801
3431,G802
3432,G808
3433,G808
3434,G802
3438,G808
3439,G809
34400,G8250
34401,G8251
34402,S1471
34403,G8251
34404,S1477
34405,S1474
34406,G8252
34407,S1475
34408,G8252
34409,G8250
34411,G8220
34412,S1475
3442,G830
34430,G831
34431,G831
34432,G831
34440,G832
34441,G832
34442,G832
3445,G833
34460,G834
34461,N319
34481,G838
34489,G838
3449,G839
34500,G403
34501,G403
34510,G403
34511,G403
3452,G411
3453,G410
34540,G412
34541,G412
34550,G401
34551,G401
34560,G404
34561,G404
34570,G405
34571,G405
34580,G408
34581,G408
34590,G409
34591,G409
34600,G431
34601,G431
34610,G430
34611,G430
34620,G438
34621,G438
34680,G438
34681,G438
34690,G439
34691,G439
347,G474
3480,G930
3481,G931
3482,G932
3483,G934
3484,G935
3485,G936
3488,G938
3489,G939
3490,G971
3491,G971
3492,G961
34981,G960
34982,G92
34989,G968
3499,G969
3501,G500
3502,G501
3508,G508
3509,G509
3510,G510
3511,G511
3518,G518
3519,G519
3520,G520
3521,G521
3522,G521
3523,G522
3524,G528
3525,G523
3526,G527
3529,G529
3530,G540
3531,G541
3532,G542
3533,G543
3534,G544
3535,G545
3536,G547
3538,G548
3539,G549
3540,G560
3541,G561
3542,G562
3543,G563
3544,G564
3545,G587
3548,G568
3549,G569
3550,G570
3551,G571
3552,G572
3553,G573
3554,G574
3555,G575
3556,G576
35571,G578
35579,G578
3558,G578
3559,G589
3560,G600
3561,G600
3562,G608
3563,G601
3564,G603
3568,G608
3569,G609
3570,G610
3571,G635
3572,G632
3573,G631
3574,G638
3575,G621
3576,G620
3577,G622
3578,G628
3579,G629
3580,G700
3581,G733
3582,G701
3588,G708
3589,G709
3590,G712
3591,G710
3592,G711
3593,G723
3594,G722
3595,G735
3596,G737
3598,G728
3599,G729
36000,H440
36001,H440
36002,H440
36003,H440
36004,H440
36011,H441
36012,H441
36013,H441
36014,H162
36019,H441
36020,H443
36021,H442
36023,H443
36024,H443
36029,H443
36030,H444
36031,H444
36032,H444
36033,H444
36034,H444
36040,H445
36041,H445
36042,H445
36043,H578
36044,H445
36050,H446
36051,H446
36052,H446
36053,H446
36054,H446
36055,H446
36059,H446
36060,H447
36061,H447
36062,H447
36063,H447
36064,H447
36065,H447
36069,H447
36081,H448
36089,H448
3609,H449
36100,H330
36101,H330
36102,H330
36103,H330
36104,H330
36105,H330
36106,H330
36107,H330
36110,H331
36111,H331
36112,H331
36113,H331
36114,H331
36119,H331
3612,H332
36130,H333
36131,H333
36132,H333
36133,H333
36181,H334
36189,H335
3619,H332
36201,H360
36202,H360
36210,H350
36211,H350
36212,H350
36213,H350
36214,H350
36215,H350
36216,H350
36217,H350
36218,H350
36221,H351
36229,H352
36230,H349
36231,H341
36232,H342
36233,H342
36234,H340
36235,H348
36236,H348
36237,H348
36240,H357
36241,H357
36242,H357
36243,H357
36250,H353
36251,H353
36252,H353
36253,H353
36254,H353
36255,H353
36256,H353
36257,H353
36260,H354
36261,H354
36262,H354
36263,H354
36264,H354
36265,H354
36266,H354
36270,H355
36271,H368
36272,H368
36273,H355
36274,H355
36275,H355
36276,H355
36277,H355
36281,H356
36282,H358
36283,H358
36284,H342
36285,H358
36289,H358
3629,H359
36300,H300
36301,H300
36303,H300
36304,H300
36305,H300
36306,H300
36307,H300
36308,H300
36310,H301
36311,H301
36312,H301
36313,H301
36314,H301
36315,H301
36320,H309
36321,H302
36322,H308
36330,H310
36331,H310
36332,H310
36333,H310
36334,H310
36335,H310
36340,H311
36341,H311
36342,H311
36343,H353
36350,H312
36351,H312
36352,H312
36353,H312
36354,H312
36355,H312
36356,H312
36357,H312
36361,H313
36362,H313
36363,H313
36370,H314
36371,H314
36372,H314
3638,H318
3639,H319
36400,H200
36401,H200
36402,H200
36403,H200
36404,H200
36405,H200
36410,H201
36411,H201
36421,H208
36422,H404
36423,H202
36424,H208
3643,H209
36441,H210
36442,H211
36451,H212
36452,H212
36453,H212
36454,H212
36455,H212
36456,H212
36457,H212
36459,H212
36460,H213
36461,H213
36462,H213
36463,H213
36464,H213
36470,H215
36471,H215
36472,H215
36473,H215
36474,H214
36475,H215
36476,H215
36477,H215
3648,H218
3649,H219
36500,H400
36501,H400
36502,H400
36503,H400
36504,H400
36510,H401
36511,H401
36512,H401
36513,H401
36514,Q150
36515,H401
36520,H402
36521,H402
36522,H402
36523,H402
36524,H402
36531,H406
36532,H406
36541,H405
36542,H405
36543,H405
36544,H428
36551,H405
36552,H401
36559,H405
36560,H405
36561,H405
36562,H404
36563,H405
36564,H405
36565,H403
36581,H408
36582,H408
36589,H408
3659,H409
36600,H260
36601,H260
36602,H260
36603,H260
36604,H260
36609,H260
36610,H259
36611,H268
36612,H250
36613,H250
36614,H250
36615,H250
36616,H251
36617,H258
36618,H252
36619,H258
36620,H261
36621,H261
36622,H261
36623,H261
36630,H262
36631,H262
36632,H262
36633,H262
36634,H262
36641,H280
36642,H282
36643,H282
36644,H282
36645,H263
36646,H268
36650,H264
36651,H264
36652,H264
36653,H264
3668,H268
3669,H269
3670,H520
3671,H521
36720,H522
36721,H522
36722,H522
36731,H523
36732,H523
3674,H524
36751,H525
36752,H525
36753,H525
36781,H526
36789,H526
3679,H527
36800,H530
36801,H530
36802,H530
36803,H530
36810,H531
36811,H531
36812,H531
36813,H531
36814,H531
36815,H538
36816,H531
3682,H532
36830,H533
36831,H533
36832,H533
36833,H533
36834,H533
36840,H534
36841,H534
36842,H534
36843,H534
36844,H534
36845,H534
36846,H534
36847,H534
36851,H535
36852,H535
36853,H535
36854,H535
36855,H535
36859,H535
36860,H536
36861,H536
36862,H536
36863,H536
36869,H536
3688,H538
3689,H539
36900,H540
36901,H540
36902,H540
36903,H540
36904,H540
36905,H540
36906,H540
36907,H540
36908,H540
36910,H541
36911,H541
36912,H541
36913,H541
36914,H541
36915,H541
36916,H541
36917,H541
36918,H541
36920,H542
36921,H542
36922,H542
36923,H542
36924,H542
36925,H542
3693,H543
3694,H540
36960,H544
36961,H544
36962,H544
36963,H544
36964,H544
36965,H544
36966,H544
36967,H544
36968,H544
36969,H544
36970,H545
36971,H545
36972,H545
36973,H545
36974,H545
36975,H545
36976,H545
3698,H546
3699,H547
37000,H160
37001,H160
37002,H160
37003,H160
37004,H160
37005,H160
37006,H160
37007,H160
37020,H161
37021,H161
37022,H161
37023,H161
37024,H161
37031,H162
37032,H162
37033,H193
37034,H162
37035,H162
37040,H162
37044,H192
37049,H162
37050,H163
37052,H163
37054,H163
37055,H163
37059,H163
37060,H164
37061,H164
37062,H164
37063,H164
37064,H164
3708,H168
3709,H169
37100,H179
37101,H178
37102,H178
37103,H171
37104,H170
37105,H178
37110,H180
37111,H180
37112,H180
37113,H180
37114,H180
37115,H180
37116,H180
37120,H182
37121,H182
37122,H182
37123,H181
37124,H182
37130,H183
37131,H183
37132,H183
37133,H183
37140,H184
37141,H184
37142,H188
37143,H184
37144,H184
37145,H184
37146,H184
37148,H184
37149,H184
37150,H185
37151,H185
37152,H185
37153,H185
37154,H185
37155,H185
37156,H185
37157,H185
37158,H185
37160,H186
37161,H186
37162,H186
37170,H187
37171,H187
37172,H187
37173,H187
37181,H188
37182,H188
37189,H188
3719,H189
37200,H103
37201,H102
37202,H102
37203,H100
37204,H102
37205,H101
37210,H104
37211,H104
37212,H104
37213,H104
37214,H104
37215,H131
37220,H105
37221,H105
37222,H105
37230,H109
37231,H132
37233,H132
37239,H108
37240,H110
37241,H110
37242,H110
37243,H110
37244,H110
37245,H110
37250,H111
37251,H111
37252,H118
37253,H111
37254,H111
37255,H111
37256,H111
37261,H104
37262,H112
37263,H112
37264,H112
37271,H114
37272,H113
37273,H114
37274,H114
37275,H114
3728,H118
3729,H119
37300,H010
37301,H010
37302,H010
37311,H000
37312,H000
37313,H000
3732,H001
37331,H011
37332,H011
37333,H011
37334,H011
3734,H031
3735,H031
3736,H030
3738,H018
3739,H019
37400,H020
37401,H020
37402,H020
37403,H020
37404,H020
37405,H020
37410,H021
37411,H021
37412,H021
37413,H021
37414,H021
37420,H022
37421,H022
37422,H022
37423,H022
37430,H024
37431,H024
37432,H024
37433,H024
37434,H023
37441,H025
37443,H025
37444,H025
37445,H025
37446,H025
37450,H027
37451,H026
37452,H027
37453,H027
37454,H028
37455,H028
37456,H027
37481,H028
37482,H028
37483,H028
37484,H028
37485,H028
37486,H028
37487,H028
37489,H028
3749,H029
37500,H040
37501,H040
37502,H040
37503,H040
37511,H041
37512,H041
37513,H041
37514,H041
37515,H041
37516,H041
37520,H042
37521,H042
37522,H042
37530,H043
37531,H043
37532,H043
37533,H043
37541,H044
37542,H044
37543,H044
37551,H045
37552,H045
37553,H045
37554,H045
37555,H045
37556,H045
37557,H045
37561,H046
37569,H046
37581,H046
37589,H048
3759,H049
37600,H050
37601,H050
37602,H050
37603,H050
37604,H050
37610,H051
37611,H051
37612,H051
37613,H061
37621,H062
37622,H498
37630,H052
37631,H052
37632,H052
37633,H052
37634,H052
37635,H052
37636,H052
37640,H053
37641,Q752
37642,H053
37643,H053
37644,H053
37645,H053
37646,H053
37647,H053
37650,H054
37651,H054
37652,H054
3766,H055
37681,H058
37682,H058
37689,H058
3769,H059
37700,H471
37701,H471
37702,H471
37703,H471
37704,H471
37710,H472
37711,H472
37712,H472
37713,H472
37714,H472
37715,H472
37716,H472
37721,H473
37722,H473
37723,Q142
37724,H473
37730,H46
37731,H46
37732,H46
37733,H46
37734,H46
37739,H46
37741,H470
37742,H470
37749,H470
37751,H474
37752,H474
37753,H474
37754,H474
37761,H475
37762,H475
37763,H475
37771,H476
37772,H476
37773,H476
37775,H476
3779,H477
37800,H500
37801,H500
37802,H500
37803,H500
37804,H500
37805,H500
37806,H500
37807,H500
37808,H500
37810,H501
37811,H501
37812,H501
37813,H501
37814,H501
37815,H501
37816,H501
37817,H501
37818,H501
37820,H503
37821,H503
37822,H503
37823,H503
37824,H503
37830,H504
37831,H504
37832,H504
37833,H504
37834,H504
37835,H504
37840,H505
37841,H505
37842,H505
37843,H505
37844,H505
37845,H505
37850,H499
37851,H490
37852,H490
37853,H491
37854,H492
37855,H498
37856,H493
37860,H506
37861,H506
37862,H506
37863,H506
37871,H508
37872,H494
37873,H508
37881,H510
37882,H518
37883,H511
37884,H511
37885,H518
37886,H512
37887,H518
3789,H519
37900,H150
37901,H151
37902,H151
37903,H150
37904,H158
37905,H150
37906,H150
37907,H150
37909,H150
37911,H158
37912,H158
37913,H158
37914,H158
37915,H158
37916,H158
37919,H158
37921,H438
37922,H432
37923,H431
37924,H433
37925,H433
37926,H430
37929,H438
37931,H270
37932,H271
37933,H271
37934,H271
37939,H278
37940,H570
37941,H570
37942,H570
37943,H570
37945,H570
37946,H570
37949,H570
37950,H55
37951,H55
37952,H55
37953,H55
37954,H55
37955,H55
37956,H55
37957,H55
37958,H55
37959,H55
3798,H578
37990,H579
37991,H571
37992,H578
37993,H578
37999,H579
38000,H610
38001,H610
38002,H610
38010,H603
38011,H603
38012,H603
38013,H603
38014,H602
38015,H622
38016,H608
38021,H604
38022,H605
38023,H608
38030,H611
38031,H611
38032,H611
38039,H611
3804,H612
38050,H613
38051,H613
38052,H613
38053,H613
38081,H618
38089,H618
3809,H619
38100,H651
38101,H650
38102,H651
38103,H651
38104,H651
38105,H651
38106,H651
38110,H652
38119,H652
38120,H653
38129,H653
3813,H654
3814,H659
38150,H680
38151,H680
38152,H680
38160,H681
38161,H681
38162,H681
38163,H681
3817,H690
38181,H698
38189,H698
3819,H699
38200,H660
38201,H660
38202,H678
3821,H661
3822,H662
3823,H663
3824,H664
3829,H669
38300,H700
38301,H700
38302,H700
3831,H701
38320,H702
38321,H702
38322,H702
38330,H951
38331,H951
38332,H950
38333,H951
38381,H701
38389,H708
3839,H709
38400,H730
38401,H730
38409,H730
3841,H731
38420,H729
38421,H720
38422,H721
38423,H722
38424,H728
38425,H728
38481,H738
38482,H738
3849,H739
38500,H740
38501,H740
38502,H740
38503,H740
38509,H740
38510,H741
38511,H741
38512,H741
38513,H741
38519,H741
38521,H743
38522,H743
38523,H743
38524,H743
38530,H71
38531,H71
38532,H71
38533,H71
38535,H71
38582,H71
38583,H748
38589,H748
3859,H749
38600,H810
38601,H810
38602,H810
38603,H810
38604,H810
38610,H813
38611,H811
38612,H812
38619,H813
3862,H814
38630,H830
38631,H830
38632,H830
38633,H830
38634,H830
38635,H830
38640,H831
38641,H831
38642,H831
38643,H831
38648,H831
38650,H832
38651,H832
38652,H832
38653,H832
38654,H832
38655,H832
38656,H832
38658,H832
3868,H838
3869,H819
3870,H800
3871,H801
3872,H802
3878,H808
3879,H809
38800,H930
38801,H911
38802,H930
38810,H833
38811,H833
38812,H833
3882,H912
38830,H931
38831,H931
38832,H931
38840,H932
38841,H932
38842,H932
38843,H932
38844,H932
3885,H933
38860,H921
38861,G960
38869,H921
38870,H920
38871,H920
38872,H920
3888,H938
3889,H939
38900,H902
38901,H900
38902,H900
38903,H900
38904,H900
38908,H900
38910,H903
38911,H903
38912,H903
38914,H903
38918,H903
3892,H908
3897,H913
3898,H918
3899,H919
390,I00
3910,I010
3911,I011
3912,I012
3918,I018
3919,I019
3920,I020
3929,I029
393,I092
3940,I050
3941,I051
3942,I052
3949,I058
3950,I060
3951,I061
3952,I062
3959,I068
3960,I080
3961,I080
3962,I080
3963,I080
3968,I080
3969,I080
3970,I079
3971,I098
3979,I091
3980,I090
39890,I099
39891,I099
39899,I098
4010,I10
4011,I10
4019,I10
40200,I119
40201,I110
40210,I119
40211,I110
40290,I119
40291,I110
40300,I129
40301,I120
40310,I129
40311,I120
40390,I129
40391,I120
40400,I139
40401,I130
40402,I131
40403,I132
40410,I139
40411,I130
40412,I131
40413,I132
40490,I139
40491,I130
40492,I131
40493,I132
40501,I150
40502,I151
40509,I158
40511,I150
40512,I151
40519,I158
40591,I150
40592,I151
40599,I158
41000,I210
41001,I210
41002,I210
41010,I210
41011,I210
41012,I210
41020,I211
41021,I211
41022,I211
41030,I211
41031,I211
41032,I211
41040,I211
41041,I211
41042,I211
41050,I212
41051,I212
41052,I212
41060,I212
41061,I212
41062,I212
41070,I214
41071,I214
41072,I214
41080,I212
41081,I212
41082,I212
41090,I213
41091,I213
41092,I213
4110,I241
4111,I200
41181,I240
41189,I248
412,I252
4130,I209
4131,I201
4139,I208
41400,I2510
41401,I2511
41402,I2512
41403,I2513
41410,I253
41411,I254
41419,I253
4148,I258
4149,I259
4150,I260
41511,I268
41519,I269
4160,I270
4161,I271
4168,I278
4169,I279
4170,I280
4171,I281
4178,I288
4179,I289
4200,I328
42090,I309
42091,I300
42099,I308
4210,I330
4211,I398
4219,I339
4220,I418
42290,I409
42291,I401
42292,I400
42293,I408
42299,I408
4230,I312
4231,I310
4232,I311
4238,I318
4239,I319
4240,I349
4241,I359
4242,I369
4243,I379
42490,I38
42491,I398
42499,I38
4250,I423
4251,I421
4252,I423
4253,I424
4254,I428
4255,I426
4257,I432
4258,I430
4259,I429
4260,I442
42610,I443
42611,I440
42612,I441
42613,I441
4262,I446
4263,I447
4264,I451
42650,I454
42651,I452
42652,I452
42653,I452
42654,I453
4266,I455
4267,I456
42681,I456
42689,I458
4269,I459
4270,I471
4271,I472
4272,I479
42731,I48
42732,I48
42741,I490
42742,I490
4275,I469
42760,I494
42761,I491
42769,I498
42781,I495
42789,I498
4279,I499
4280,I500
4281,I501
4289,I509
4290,I514
4291,I515
